,word,tag,,,,,,,,,
17961,Fire,I-PROD,,,,,,,,,
17962,Electric,I-PROD,,,,,,,,,
17963,Suite,I-PROD,,,,,,,,,
17964,Now,,,,,,,,,,
17965,£,,,,,,,,,,
17966,2795,,,,,,,,,,
17967,£,,,,,,,,,,
17968,2329.17,,,,,,,,,,
17969,Was,,,,,,,,,,
17970,£,,,,,,,,,,
17971,3195,,,,,,,,,,
17972,£,,,,,,,,,,
17973,2662.5,,,,,,,,,,
17974,|,,,,,,,,,,
17975,Save,,,,,,,,,,
17976,£,,,,,,,,,,
17977,400,,,,,,,,,,
17978,£,,,,,,,,,,
17979,333.33,,,,,,,,,,
17980,Buy,,,,,,,,,,
17981,View,,,,,,,,,,
17982,Elgin,B-PROD,,,,,,,,,
17983,and,I-PROD,,,,,,,,,
17984,Hall,I-PROD,,,,,,,,,
17985,Cabrina,I-PROD,,,,,,,,,
17986,52,I-PROD,,,,,,,,,
17987,"""",I-PROD,,,,,,,,,
17988,Pryzm,I-PROD,,,,,,,,,
17989,Electric,I-PROD,,,,,,,,,
17990,Fireplace,I-PROD,,,,,,,,,
17991,Suite,I-PROD,,,,,,,,,
17992,Cabrina,,,,,,,,,,
17993,Pryzm,,,,,,,,,,
17994,Electric,,,,,,,,,,
17995,Fireplace,,,,,,,,,,
17996,Suite,,,,,,,,,,
17997,Now,,,,,,,,,,
17998,£,,,,,,,,,,
17999,1548,,,,,,,,,,
18000,£,,,,,,,,,,
18001,1290,,,,,,,,,,
18002,Was,,,,,,,,,,
18003,£,,,,,,,,,,
18004,1995,,,,,,,,,,
18005,£,,,,,,,,,,
18006,1662.5,,,,,,,,,,
18007,|,,,,,,,,,,
18008,Save,,,,,,,,,,
18009,£,,,,,,,,,,
18010,447,,,,,,,,,,
18011,£,,,,,,,,,,
18012,372.5,,,,,,,,,,
18013,Buy,,,,,,,,,,
18014,View,,,,,,,,,,
18015,Colours,,,,,,,,,,
18016,White,,,,,,,,,,
18017,Manila,,,,,,,,,,
18018,White,,,,,,,,,,
18019,And,,,,,,,,,,
18020,Grey,,,,,,,,,,
18021,Elgin,B-PROD,,,,,,,,,
18022,and,I-PROD,,,,,,,,,
18023,Hall,I-PROD,,,,,,,,,
18024,Cassius,I-PROD,,,,,,,,,
18025,52,I-PROD,,,,,,,,,
18026,"""",I-PROD,,,,,,,,,
18027,Micro,I-PROD,,,,,,,,,
18028,Marble,I-PROD,,,,,,,,,
18029,Gas,I-PROD,,,,,,,,,
18030,Fireplace,I-PROD,,,,,,,,,
18031,Cassius,,,,,,,,,,
18032,Standard,,,,,,,,,,
18033,White,,,,,,,,,,
18034,Micro,,,,,,,,,,
18035,Marble,,,,,,,,,,
18036,Now,,,,,,,,,,
18037,£,,,,,,,,,,
18038,2095,,,,,,,,,,
18039,£,,,,,,,,,,
18040,1745.83,,,,,,,,,,
18041,Was,,,,,,,,,,
18042,£,,,,,,,,,,
18043,2195,,,,,,,,,,
18044,£,,,,,,,,,,
18045,1829.17,,,,,,,,,,
18046,|,,,,,,,,,,
18047,Save,,,,,,,,,,
18048,£,,,,,,,,,,
18049,100,,,,,,,,,,
18050,£,,,,,,,,,,
18051,83.33,,,,,,,,,,
18052,Buy,,,,,,,,,,
18053,View,,,,,,,,,,
18054,Colours,,,,,,,,,,
18055,White,,,,,,,,,,
18056,White,,,,,,,,,,
18057,And,,,,,,,,,,
18058,Grey,,,,,,,,,,
18059,Elgin,B-PROD,,,,,,,,,
18060,and,I-PROD,,,,,,,,,
18061,Hall,I-PROD,,,,,,,,,
18062,Cassius,I-PROD,,,,,,,,,
18063,Micro,I-PROD,,,,,,,,,
18064,Marble,I-PROD,,,,,,,,,
18065,Electric,I-PROD,,,,,,,,,
18066,Fireplace,I-PROD,,,,,,,,,
18067,Cassius,,,,,,,,,,
18068,Marble,,,,,,,,,,
18069,Electric,,,,,,,,,,
18070,Fireplace,,,,,,,,,,
18071,Now,,,,,,,,,,
18072,From,,,,,,,,,,
18073,£,,,,,,,,,,
18074,2070,,,,,,,,,,
18075,£,,,,,,,,,,
18076,1725,,,,,,,,,,
18077,Was,,,,,,,,,,
18078,£,,,,,,,,,,
18079,2270,,,,,,,,,,
18080,£,,,,,,,,,,
18081,1891.67,,,,,,,,,,
18082,|,,,,,,,,,,
18083,Save,,,,,,,,,,
18084,£,,,,,,,,,,
18085,200,,,,,,,,,,
18086,£,,,,,,,,,,
18087,166.67,,,,,,,,,,
18088,Buy,,,,,,,,,,
18089,View,,,,,,,,,,
18090,Elgin,B-PROD,,,,,,,,,
18091,and,I-PROD,,,,,,,,,
18092,Hall,I-PROD,,,,,,,,,
18093,Costmore,I-PROD,,,,,,,,,
18094,Marble,I-PROD,,,,,,,,,
18095,Electric,I-PROD,,,,,,,,,
18096,Fireplace,I-PROD,,,,,,,,,
18097,Costmore,,,,,,,,,,
18098,Electric,,,,,,,,,,
18099,Fireplace,,,,,,,,,,
18100,Now,,,,,,,,,,
18101,£,,,,,,,,,,
18102,1095,,,,,,,,,,
18103,£,,,,,,,,,,
18104,912.5,,,,,,,,,,
18105,Was,,,,,,,,,,
18106,£,,,,,,,,,,
18107,1195,,,,,,,,,,
18108,£,,,,,,,,,,
18109,995.83,,,,,,,,,,
18110,|,,,,,,,,,,
18111,Save,,,,,,,,,,
18112,£,,,,,,,,,,
18113,100,,,,,,,,,,
18114,£,,,,,,,,,,
18115,83.33,,,,,,,,,,
18116,Buy,,,,,,,,,,
18117,View,,,,,,,,,,
18118,Colours,,,,,,,,,,
18119,White,,,,,,,,,,
18120,Manila,,,,,,,,,,
18121,Elgin,B-PROD,,,,,,,,,
18122,and,I-PROD,,,,,,,,,
18123,Hall,I-PROD,,,,,,,,,
18124,Earlston,I-PROD,,,,,,,,,
18125,48,I-PROD,,,,,,,,,
18126,"""",I-PROD,,,,,,,,,
18127,Micro,I-PROD,,,,,,,,,
18128,Marble,I-PROD,,,,,,,,,
18129,Gas,I-PROD,,,,,,,,,
18130,Fireplace,I-PROD,,,,,,,,,
18131,Earlston,,,,,,,,,,
18132,Standard,,,,,,,,,,
18133,White,,,,,,,,,,
18134,Micro,,,,,,,,,,
18135,Marble,,,,,,,,,,
18136,£,,,,,,,,,,
18137,1998,,,,,,,,,,
18138,£,,,,,,,,,,
18139,1665,,,,,,,,,,
18140,Buy,,,,,,,,,,
18141,View,,,,,,,,,,
18142,Colours,,,,,,,,,,
18143,White,,,,,,,,,,
18144,Manila,,,,,,,,,,
18145,White,,,,,,,,,,
18146,And,,,,,,,,,,
18147,Grey,,,,,,,,,,
18148,Elgin,B-PROD,,,,,,,,,
18149,and,I-PROD,,,,,,,,,
18150,Hall,I-PROD,,,,,,,,,
18151,Embleton,I-PROD,,,,,,,,,
18152,54,I-PROD,,,,,,,,,
18153,"""",I-PROD,,,,,,,,,
18154,Micro,I-PROD,,,,,,,,,
18155,Marble,I-PROD,,,,,,,,,
18156,Gas,I-PROD,,,,,,,,,
18157,Fireplace,I-PROD,,,,,,,,,
18158,Embleton,,,,,,,,,,
18159,Standard,,,,,,,,,,
18160,White,,,,,,,,,,
18161,Micro,,,,,,,,,,
18162,Marble,,,,,,,,,,
18163,Now,,,,,,,,,,
18164,£,,,,,,,,,,
18165,2499,,,,,,,,,,
18166,£,,,,,,,,,,
18167,2082.5,,,,,,,,,,
18168,Was,,,,,,,,,,
18169,£,,,,,,,,,,
18170,2689,,,,,,,,,,
18171,£,,,,,,,,,,
18172,2240.83,,,,,,,,,,
18173,|,,,,,,,,,,
18174,Save,,,,,,,,,,
18175,£,,,,,,,,,,
18176,190,,,,,,,,,,
18177,£,,,,,,,,,,
18178,158.33,,,,,,,,,,
18179,Buy,,,,,,,,,,
18180,View,,,,,,,,,,
18181,Colours,,,,,,,,,,
18182,White,,,,,,,,,,
18183,Manila,,,,,,,,,,
18184,Grey,,,,,,,,,,
18185,And,,,,,,,,,,
18186,White,,,,,,,,,,
18187,Elgin,B-PROD,,,,,,,,,
18188,and,I-PROD,,,,,,,,,
18189,Hall,I-PROD,,,,,,,,,
18190,Embleton,I-PROD,,,,,,,,,
18191,Marble,I-PROD,,,,,,,,,
18192,Electric,I-PROD,,,,,,,,,
18193,Fireplace,I-PROD,,,,,,,,,
18194,Embleton,,,,,,,,,,
18195,Electric,,,,,,,,,,
18196,Fireplace,,,,,,,,,,
18197,White,,,,,,,,,,
18198,Now,,,,,,,,,,
18199,£,,,,,,,,,,
18200,1896,,,,,,,,,,
18201,£,,,,,,,,,,
18202,1580,,,,,,,,,,
18203,Was,,,,,,,,,,
18204,£,,,,,,,,,,
18205,2295,,,,,,,,,,
18206,£,,,,,,,,,,
18207,1912.5,,,,,,,,,,
18208,|,,,,,,,,,,
18209,Save,,,,,,,,,,
18210,£,,,,,,,,,,
18211,399,,,,,,,,,,
18212,£,,,,,,,,,,
18213,332.5,,,,,,,,,,
18214,Buy,,,,,,,,,,
18215,View,,,,,,,,,,
18216,View,,,,,,,,,,
18217,24,,,,,,,,,,
18218,Results,,,,,,,,,,
18219,Per,,,,,,,,,,
18220,Page,,,,,,,,,,
18221,View,,,,,,,,,,
18222,24,,,,,,,,,,
18223,View,,,,,,,,,,
18224,48,,,,,,,,,,
18225,,,,,,,,,,,
18226,Page,,,,,,,,,,
18227,1,,,,,,,,,,
18228,Of,,,,,,,,,,
18229,11,,,,,,,,,,
18230,1,,,,,,,,,,
18231,2,,,,,,,,,,
18232,3,,,,,,,,,,
18233,4,,,,,,,,,,
18234,5,,,,,,,,,,
18235,…,,,,,,,,,,
18236,11,,,,,,,,,,
18237,Get,,,,,,,,,,
18238,to,,,,,,,,,,
18239,know,,,,,,,,,,
18240,us,,,,,,,,,,
18241,-,,,,,,,,,,
18242,Join,,,,,,,,,,
18243,our,,,,,,,,,,
18244,Newsletter,,,,,,,,,,
18245,To,,,,,,,,,,
18246,see,,,,,,,,,,
18247,how,,,,,,,,,,
18248,we,,,,,,,,,,
18249,process,,,,,,,,,,
18250,your,,,,,,,,,,
18251,data,,,,,,,,,,
18252,view,,,,,,,,,,
18253,our,,,,,,,,,,
18254,Privacy,,,,,,,,,,
18255,Policy,,,,,,,,,,
18256,Help,,,,,,,,,,
18257,&,,,,,,,,,,
18258,Information,,,,,,,,,,
18259,New,,,,,,,,,,
18260,Arrivals,,,,,,,,,,
18261,Privacy,,,,,,,,,,
18262,Policy,,,,,,,,,,
18263,Cookie,,,,,,,,,,
18264,Policy,,,,,,,,,,
18265,Site,,,,,,,,,,
18266,Map,,,,,,,,,,
18267,Design,,,,,,,,,,
18268,service,,,,,,,,,,
18269,Trade,,,,,,,,,,
18270,Accounts,,,,,,,,,,
18271,Orders,,,,,,,,,,
18272,FAQs,,,,,,,,,,
18273,Terms,,,,,,,,,,
18274,&,,,,,,,,,,
18275,Conditions,,,,,,,,,,
18276,Delivery,,,,,,,,,,
18277,&,,,,,,,,,,
18278,Returns,,,,,,,,,,
18279,Gift,,,,,,,,,,
18280,Vouchers,,,,,,,,,,
18281,About,,,,,,,,,,
18282,Us,,,,,,,,,,
18283,About,,,,,,,,,,
18284,Us,,,,,,,,,,
18285,Contact,,,,,,,,,,
18286,Us,,,,,,,,,,
18287,Visit,,,,,,,,,,
18288,Our,,,,,,,,,,
18289,Showrooms,,,,,,,,,,
18290,Testimonials,,,,,,,,,,
18291,Blog,,,,,,,,,,
18292,Contact,,,,,,,,,,
18293,Us,,,,,,,,,,
18294,E,,,,,,,,,,
18295,:,,,,,,,,,,
18296,hello@fireandco.co.uk,,,,,,,,,,
18297,Newcastle,,,,,,,,,,
18298,Showroom,,,,,,,,,,
18299,Shaftesbury,,,,,,,,,,
18300,Ave,,,,,,,,,,
18301,",",,,,,,,,,,
18302,South,,,,,,,,,,
18303,Shields,,,,,,,,,,
18304,NE34,,,,,,,,,,
18305,9PH,,,,,,,,,,
18306,T,,,,,,,,,,
18307,:,,,,,,,,,,
18308,191455,,,,,,,,,,
18309,4213,,,,,,,,,,
18310,Follow,,,,,,,,,,
18311,us,,,,,,,,,,
18312,for,,,,,,,,,,
18313,our,,,,,,,,,,
18314,latest,,,,,,,,,,
18315,trends,,,,,,,,,,
18316,and,,,,,,,,,,
18317,offers,,,,,,,,,,
18318,Follow,,,,,,,,,,
18319,Us,,,,,,,,,,
18320,On,,,,,,,,,,
18321,FacebookFollow,,,,,,,,,,
18322,Us,,,,,,,,,,
18323,On,,,,,,,,,,
18324,InstagramFollow,,,,,,,,,,
18325,Us,,,,,,,,,,
18326,On,,,,,,,,,,
18327,Pinterest,,,,,,,,,,
18328,Follow,,,,,,,,,,
18329,Us,,,,,,,,,,
18330,On,,,,,,,,,,
18331,LinkedIn,,,,,,,,,,
18332,Follow,,,,,,,,,,
18333,Us,,,,,,,,,,
18334,On,,,,,,,,,,
18335,HouzzView,,,,,,,,,,
18336,Our,,,,,,,,,,
18337,Blog,,,,,,,,,,
18338,©,,,,,,,,,,
18339,2023,,,,,,,,,,
18340,Fire,,,,,,,,,,
18341,&,,,,,,,,,,
18342,Co,,,,,,,,,,
18343,Home,,,,,,,,,,
18344,Interior,,,,,,,,,,
18345, ,,,,,,,,,,
18346,.,,,,,,,,,,
18347,All,,,,,,,,,,
18348,Rights,,,,,,,,,,
18349,Reserved,,,,,,,,,,
18350,.,,,,,,,,,,
18351,eCommerce,,,,,,,,,,
18352,by,,,,,,,,,,
18353,Visualsoft,,,,,,,,,,
18354,Fire,,,,,,,,,,
18355,&,,,,,,,,,,
18356,Co,,,,,,,,,,
18357,Home,,,,,,,,,,
18358,Interior,,,,,,,,,,
18359,Registered,,,,,,,,,,
18360,office,,,,,,,,,,
18361,Shaftesburys,,,,,,,,,,
18362,Ave,,,,,,,,,,
18363,",",,,,,,,,,,
18364,Newcastle,,,,,,,,,,
18365,",",,,,,,,,,,
18366,NE34,,,,,,,,,,
18367,9PH,,,,,,,,,,
18368,",",,,,,,,,,,
18369,United,,,,,,,,,,
18370,Kingdom,,,,,,,,,,
18371,",",,,,,,,,,,
18372,Registered,,,,,,,,,,
18373,in,,,,,,,,,,
18374,GBCompany,,,,,,,,,,
18375,Registration,,,,,,,,,,
18376,Number,,,,,,,,,,
18377,3364099,,,,,,,,,,
18378,VAT,,,,,,,,,,
18379,no,,,,,,,,,,
18380,.,,,,,,,,,,
18381,621444078,,,,,,,,,,
18382,?,,,,,,,,,,
18383,x,,,,,,,,,,
18384,Join,,,,,,,,,,
18385,Top,,,,,,,,,,
18386,END_SEQUENCE,,,,,,,,,,
18387,YOYO,,,,,,,,,,
18388,Gift,,,,,,,,,,
18389,Voucher,,,,,,,,,,
18390,–,,,,,,,,,,
18391,YOYO,,,,,,,,,,
18392,Design,,,,,,,,,,
18393,by,,,,,,,,,,
18394,Kiwis,,,,,,,,,,
18395,SIGNUP,,,,,,,,,,
18396,TO,,,,,,,,,,
18397,OUR,,,,,,,,,,
18398,NEWSLETTER,,,,,,,,,,
18399,!,,,,,,,,,,
18400,64,,,,,,,,,,
18401,4,,,,,,,,,,
18402,499,,,,,,,,,,
18403,3199,,,,,,,,,,
18404,wellington@yoyo.co.nz,,,,,,,,,,
18405,My,,,,,,,,,,
18406,Account,,,,,,,,,,
18407,Welcome,,,,,,,,,,
18408,to,,,,,,,,,,
18409,YOYO,,,,,,,,,,
18410,Design,,,,,,,,,,
18411,by,,,,,,,,,,
18412,Kiwis,,,,,,,,,,
18413,!,,,,,,,,,,
18414,Login,,,,,,,,,,
18415,Create,,,,,,,,,,
18416,Account,,,,,,,,,,
18417,0,,,,,,,,,,
18418,Shop,,,,,,,,,,
18419,Bedroom,B-PROD,,,,,,,,,
18420,Beds,I-PROD,,,,,,,,,
18421,Bedside,B-PROD,,,,,,,,,
18422,Drawers,B-PROD,,,,,,,,,
18423,Dining,B-PROD,,,,,,,,,
18424,Chairs,I-PROD,,,,,,,,,
18425,+,,,,,,,,,,
18426,Benches,B-PROD,,,,,,,,,
18427,+,,,,,,,,,,
18428,Stools,B-PROD,,,,,,,,,
18429,Dining,B-PROD,,,,,,,,,
18430,Tables,I-PROD,,,,,,,,,
18431,Sideboards,B-PROD,,,,,,,,,
18432,Living,,,,,,,,,,
18433,Bookcases,B-PROD,,,,,,,,,
18434,+,,,,,,,,,,
18435,Shelves,B-PROD,,,,,,,,,
18436,Coffee,,,,,,,,,,
18437,+,,,,,,,,,,
18438,Hall,,,,,,,,,,
18439,+,,,,,,,,,,
18440,Side,,,,,,,,,,
18441,Tables,B-PROD,,,,,,,,,
18442,Desks,B-PROD,,,,,,,,,
18443,+,,,,,,,,,,
18444,Entertainment,B-PROD,,,,,,,,,
18445,Units,I-PROD,,,,,,,,,
18446,Occasional,,,,,,,,,,
18447,Chairs,B-PROD,,,,,,,,,
18448,+,,,,,,,,,,
18449,Bean,,,,,,,,,,
18450,Bags,B-PROD,,,,,,,,,
18451,Sofas,B-PROD,,,,,,,,,
18452,+,,,,,,,,,,
18453,Ottomans,,,,,,,,,,
18454,Outdoors,B-PROD,,,,,,,,,
18455,Accessories,I-PROD,,,,,,,,,
18456,Seating,,,,,,,,,,
18457,Tables,B-PROD,,,,,,,,,
18458,Homeware,,,,,,,,,,
18459,Art,,,,,,,,,,
18460,Clocks,B-PROD,,,,,,,,,
18461,Doormats,,,,,,,,,,
18462,+,,,,,,,,,,
18463,Stoppers,,,,,,,,,,
18464,Gifts,,,,,,,,,,
18465,+,,,,,,,,,,
18466,Toys,B-PROD,,,,,,,,,
18467,Kitchen,,,,,,,,,,
18468,Mirrors,B-PROD,,,,,,,,,
18469,Storage,,,,,,,,,,
18470,Textiles,B-PROD,,,,,,,,,
18471,Cushions,,,,,,,,,,
18472,Rugs,B-PROD,,,,,,,,,
18473,Throws,B-PROD,,,,,,,,,
18474,Lighting,,,,,,,,,,
18475,Table,B-PROD,,,,,,,,,
18476,Lights,B-PROD,,,,,,,,,
18477,Ceiling,B-PROD,,,,,,,,,
18478,Lights,I-PROD,,,,,,,,,
18479,Floor,B-PROD,,,,,,,,,
18480,Lights,I-PROD,,,,,,,,,
18481,YOYO,,,,,,,,,,
18482,Care,,,,,,,,,,
18483,Products,,,,,,,,,,
18484,Gift,,,,,,,,,,
18485,Voucher,,,,,,,,,,
18486,Home,,,,,,,,,,
18487,Consulation,,,,,,,,,,
18488,Latest,,,,,,,,,,
18489,Products,,,,,,,,,,
18490,Contact,,,,,,,,,,
18491,About,,,,,,,,,,
18492,us,,,,,,,,,,
18493,Gift,,,,,,,,,,
18494,Voucher,,,,,,,,,,
18495,0,,,,,,,,,,
18496,Shopping,,,,,,,,,,
18497,Cart,,,,,,,,,,
18498,Your,,,,,,,,,,
18499,cart,,,,,,,,,,
18500,is,,,,,,,,,,
18501,currently,,,,,,,,,,
18502,empty,,,,,,,,,,
18503,.,,,,,,,,,,
18504,Continue,,,,,,,,,,
18505,Shopping,,,,,,,,,,
18506,My,,,,,,,,,,
18507,Account,,,,,,,,,,
18508,Welcome,,,,,,,,,,
18509,to,,,,,,,,,,
18510,YOYO,,,,,,,,,,
18511,Design,,,,,,,,,,
18512,by,,,,,,,,,,
18513,Kiwis,,,,,,,,,,
18514,!,,,,,,,,,,
18515,Login,,,,,,,,,,
18516,Create,,,,,,,,,,
18517,Account,,,,,,,,,,
18518,{,,,,,,,,,,
18519,"""",,,,,,,,,,
18520,"id"":1678046363711,""title"":""YOYO",,,,,,,,,,
18521,Gift,,,,,,,,,,
18522,"Voucher"",""handle"":""yoyo",,,,,,,,,,
18523,-,,,,,,,,,,
18524,gift,,,,,,,,,,
18525,-,,,,,,,,,,
18526,"voucher"",""description"":""\u003cp\u003eYOYO",,,,,,,,,,
18527,Gift,,,,,,,,,,
18528,Vouchers,,,,,,,,,,
18529,are,,,,,,,,,,
18530,perfect,,,,,,,,,,
18531,for,,,,,,,,,,
18532,year,,,,,,,,,,
18533,-,,,,,,,,,,
18534,round,,,,,,,,,,
18535,giving,,,,,,,,,,
18536,",",,,,,,,,,,
18537,promotions,,,,,,,,,,
18538,and,,,,,,,,,,
18539,incentives,,,,,,,,,,
18540,for,,,,,,,,,,
18541,friends,,,,,,,,,,
18542,",",,,,,,,,,,
18543,family,,,,,,,,,,
18544,",",,,,,,,,,,
18545,employees,,,,,,,,,,
18546,",",,,,,,,,,,
18547,customers,,,,,,,,,,
18548,and,,,,,,,,,,
18549,business,,,,,,,,,,
18550,associates.\u003c\/p\u003e\n\u003cp\u003eYou,,,,,,,,,,
18551,can,,,,,,,,,,
18552,receive,,,,,,,,,,
18553, ,,,,,,,,,,
18554,the,,,,,,,,,,
18555,voucher,,,,,,,,,,
18556,via,,,,,,,,,,
18557,email,,,,,,,,,,
18558,",",,,,,,,,,,
18559,or,,,,,,,,,,
18560,collect,,,,,,,,,,
18561,it,,,,,,,,,,
18562,from,,,,,,,,,,
18563,our,,,,,,,,,,
18564,Wellington,,,,,,,,,,
18565,showroom,,,,,,,,,,
18566,(,,,,,,,,,,
18567,indicate,,,,,,,,,,
18568,your,,,,,,,,,,
18569,preference,,,,,,,,,,
18570,in,,,,,,,,,,
18571, ,,,,,,,,,,
18572,the,,,,,,,,,,
18573,',,,,,,,,,,
18574,deliver,,,,,,,,,,
18575,instructions,,,,,,,,,,
18576,',,,,,,,,,,
18577,box,,,,,,,,,,
18578,),,,,,,,,,,
18579,.,,,,,,,,,,
18580,Either,,,,,,,,,,
18581,way,,,,,,,,,,
18582,",",,,,,,,,,,
18583,please,,,,,,,,,,
18584,select,,,,,,,,,,
18585,',,,,,,,,,,
18586,Pick,,,,,,,,,,
18587,up,,,,,,,,,,
18588,in,,,,,,,,,,
18589,-,,,,,,,,,,
18590,store,,,,,,,,,,
18591,',,,,,,,,,,
18592,as,,,,,,,,,,
18593,your,,,,,,,,,,
18594,shipping,,,,,,,,,,
18595,method,,,,,,,,,,
18596,(,,,,,,,,,,
18597,so,,,,,,,,,,
18598,no,,,,,,,,,,
18599,delivery,,,,,,,,,,
18600,charges,,,,,,,,,,
18601,are,,,,,,,,,,
18602,applied).\u003c\/p\u003e\n\u003cp\u003eYOYO,,,,,,,,,,
18603,Gift,,,,,,,,,,
18604,Vouchers,,,,,,,,,,
18605, ,,,,,,,,,,
18606,can,,,,,,,,,,
18607,be,,,,,,,,,,
18608,redeemed,,,,,,,,,,
18609,both,,,,,,,,,,
18610,in,,,,,,,,,,
18611,-,,,,,,,,,,
18612,store,,,,,,,,,,
18613,",",,,,,,,,,,
18614,or,,,,,,,,,,
18615,online,,,,,,,,,,
18616,(,,,,,,,,,,
18617,enter,,,,,,,,,,
18618,the,,,,,,,,,,
18619,voucher,,,,,,,,,,
18620,code,,,,,,,,,,
18621,in,,,,,,,,,,
18622,the,,,,,,,,,,
18623,',,,,,,,,,,
18624,discount,,,,,,,,,,
18625,code,,,,,,,,,,
18626,',,,,,,,,,,
18627,box,,,,,,,,,,
18628,at,,,,,,,,,,
18629,check,,,,,,,,,,
18630,out,,,,,,,,,,
18631,),,,,,,,,,,
18632,.,,,,,,,,,,
18633, ,,,,,,,,,,
18634,Vouchers,,,,,,,,,,
18635,can,,,,,,,,,,
18636,not,,,,,,,,,,
18637,be,,,,,,,,,,
18638,redeemed,,,,,,,,,,
18639,for,,,,,,,,,,
18640,cash,,,,,,,,,,
18641,.,,,,,,,,,,
18642,They,,,,,,,,,,
18643, ,,,,,,,,,,
18644,are,,,,,,,,,,
18645,valid,,,,,,,,,,
18646,for,,,,,,,,,,
18647,twelve,,,,,,,,,,
18648, ,,,,,,,,,,
18649,months,,,,,,,,,,
18650,from,,,,,,,,,,
18651,the,,,,,,,,,,
18652,date,,,,,,,,,,
18653,of,,,,,,,,,,
18654,purchase,,,,,,,,,,
18655,and,,,,,,,,,,
18656,can,,,,,,,,,,
18657, ,,,,,,,,,,
18658,only,,,,,,,,,,
18659,be,,,,,,,,,,
18660,used,,,,,,,,,,
18661,in,,,,,,,,,,
18662,whole,,,,,,,,,,
18663,i.e.,,,,,,,,,,
18664,no,,,,,,,,,,
18665,change,,,,,,,,,,
18666,will,,,,,,,,,,
18667,be,,,,,,,,,,
18668,given,,,,,,,,,,
18669,(,,,,,,,,,,
18670,exemptions,,,,,,,,,,
18671,may,,,,,,,,,,
18672,"apply).\u003c\/p\u003e"",""published_at"":""2019",,,,,,,,,,
18673,-,,,,,,,,,,
18674,2,,,,,,,,,,
18675,-,,,,,,,,,,
18676,20T11:25:12,,,,,,,,,,
18677,+,,,,,,,,,,
18678,"13:00"",""created_at"":""2019",,,,,,,,,,
18679,-,,,,,,,,,,
18680,2,,,,,,,,,,
18681,-,,,,,,,,,,
18682,20T11:25:12,,,,,,,,,,
18683,+,,,,,,,,,,
18684,"13:00"",""vendor"":""YOYO",,,,,,,,,,
18685,Design,,,,,,,,,,
18686,by,,,,,,,,,,
18687,"Kiwis"",""type"":""Gift"",""tags"":[""Christmas"",""Gifts"",""Thanks",,,,,,,,,,
18688,"Mum""],""price"":5000,""price_min"":5000,""price_max"":25000,""available"":true,""price_varies"":true,""compare_at_price"":null,""compare_at_price_min"":0,""compare_at_price_max"":0,""compare_at_price_varies"":false,""variants"":[{""id"":14162403164223,""title"":""$50"",""option1"":""$50"",""option2"":null,""option3"":null,""sku"":""yoyo",,,,,,,,,,
18689,-,,,,,,,,,,
18690,gift,,,,,,,,,,
18691,-,,,,,,,,,,
18692,"voucher"",""requires_shipping"":true,""taxable"":true,""featured_image"":null,""available"":true,""name"":""YOYO",,,,,,,,,,
18693,Gift,,,,,,,,,,
18694,Voucher,,,,,,,,,,
18695,-,,,,,,,,,,
18696,$,,,,,,,,,,
18697,"50"",""public_title"":""$50"",""options"":[""$50""],""price"":5000,""weight"":0,""compare_at_price"":null,""inventory_quantity"":0,""inventory_management"":""shopify"",""inventory_policy"":""continue"",""barcode"":null,""requires_selling_plan"":false,""selling_plan_allocations"":[],""quantity_rule"":{""min"":1,""max"":null,""increment"":1}},{""id"":14162403196991,""title"":""$100"",""option1"":""$100"",""option2"":null,""option3"":null,""sku"":""yoyo",,,,,,,,,,
18698,-,,,,,,,,,,
18699,gift,,,,,,,,,,
18700,-,,,,,,,,,,
18701,"voucher1"",""requires_shipping"":true,""taxable"":true,""featured_image"":null,""available"":true,""name"":""YOYO",,,,,,,,,,
18702,Gift,,,,,,,,,,
18703,Voucher,,,,,,,,,,
18704,-,,,,,,,,,,
18705,$,,,,,,,,,,
18706,"100"",""public_title"":""$100"",""options"":[""$100""],""price"":10000,""weight"":0,""compare_at_price"":null,""inventory_quantity"":-8,""inventory_management"":""shopify"",""inventory_policy"":""continue"",""barcode"":null,""requires_selling_plan"":false,""selling_plan_allocations"":[],""quantity_rule"":{""min"":1,""max"":null,""increment"":1}},{""id"":14162403229759,""title"":""$250"",""option1"":""$250"",""option2"":null,""option3"":null,""sku"":""yoyo",,,,,,,,,,
18707,-,,,,,,,,,,
18708,gift,,,,,,,,,,
18709,-,,,,,,,,,,
18710,"voucher2"",""requires_shipping"":true,""taxable"":true,""featured_image"":null,""available"":true,""name"":""YOYO",,,,,,,,,,
18711,Gift,,,,,,,,,,
18712,Voucher,,,,,,,,,,
18713,-,,,,,,,,,,
18714,$,,,,,,,,,,
